inter_seq	cat	target	pred_path
[305, 172, 54]	4	336	[314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]
[305, 172, 54]	4	210	[314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]
[305, 172, 54]	4	341	[314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314]	4	1	[1]
[305, 172, 54, 314]	4	350	[1, 350]
[305, 172, 54, 314]	4	352	[1, 350, 352]
[305, 172, 54, 314]	4	301	[1, 350, 352, 301]
[305, 172, 54, 314]	4	302	[1, 350, 352, 301, 302]
[305, 172, 54, 314]	4	310	[1, 350, 352, 301, 302, 310]
[305, 172, 54, 314]	4	312	[1, 350, 352, 301, 302, 310, 312]
[305, 172, 54, 314]	4	337	[1, 350, 352, 301, 302, 310, 312, 337]
[305, 172, 54, 314]	4	319	[1, 350, 352, 301, 302, 310, 312, 337, 319]
[305, 172, 54, 314]	4	311	[1, 350, 352, 301, 302, 310, 312, 337, 319, 311]
[305, 172, 54, 314]	4	336	[1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]
[305, 172, 54, 314]	4	210	[1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]
[305, 172, 54, 314]	4	341	[1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1]	4	350	[350]
[305, 172, 54, 314, 1]	4	352	[350, 352]
[305, 172, 54, 314, 1]	4	301	[350, 352, 301]
[305, 172, 54, 314, 1]	4	302	[350, 352, 301, 302]
[305, 172, 54, 314, 1]	4	310	[350, 352, 301, 302, 310]
[305, 172, 54, 314, 1]	4	312	[350, 352, 301, 302, 310, 312]
[305, 172, 54, 314, 1]	4	337	[350, 352, 301, 302, 310, 312, 337]
[305, 172, 54, 314, 1]	4	319	[350, 352, 301, 302, 310, 312, 337, 319]
[305, 172, 54, 314, 1]	4	311	[350, 352, 301, 302, 310, 312, 337, 319, 311]
[305, 172, 54, 314, 1]	4	336	[350, 352, 301, 302, 310, 312, 337, 319, 311, 336]
[305, 172, 54, 314, 1]	4	210	[350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]
[305, 172, 54, 314, 1]	4	341	[350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350]	4	352	[352]
[305, 172, 54, 314, 1, 350]	4	301	[352, 301]
[305, 172, 54, 314, 1, 350]	4	302	[352, 301, 302]
[305, 172, 54, 314, 1, 350]	4	310	[352, 301, 302, 310]
[305, 172, 54, 314, 1, 350]	4	312	[352, 301, 302, 310, 312]
[305, 172, 54, 314, 1, 350]	4	337	[352, 301, 302, 310, 312, 337]
[305, 172, 54, 314, 1, 350]	4	319	[352, 301, 302, 310, 312, 337, 319]
[305, 172, 54, 314, 1, 350]	4	311	[352, 301, 302, 310, 312, 337, 319, 311]
[305, 172, 54, 314, 1, 350]	4	336	[352, 301, 302, 310, 312, 337, 319, 311, 336]
[305, 172, 54, 314, 1, 350]	4	210	[352, 301, 302, 310, 312, 337, 319, 311, 336, 210]
[305, 172, 54, 314, 1, 350]	4	341	[352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352]	4	301	[301]
[305, 172, 54, 314, 1, 350, 352]	4	302	[301, 302]
[305, 172, 54, 314, 1, 350, 352]	4	310	[301, 302, 310]
[305, 172, 54, 314, 1, 350, 352]	4	312	[301, 302, 310, 312]
[305, 172, 54, 314, 1, 350, 352]	4	337	[301, 302, 310, 312, 337]
[305, 172, 54, 314, 1, 350, 352]	4	319	[301, 302, 310, 312, 337, 319]
[305, 172, 54, 314, 1, 350, 352]	4	311	[301, 302, 310, 312, 337, 319, 311]
[305, 172, 54, 314, 1, 350, 352]	4	336	[301, 302, 310, 312, 337, 319, 311, 336]
[305, 172, 54, 314, 1, 350, 352]	4	210	[301, 302, 310, 312, 337, 319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352]	4	341	[301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301]	4	302	[302]
[305, 172, 54, 314, 1, 350, 352, 301]	4	310	[302, 310]
[305, 172, 54, 314, 1, 350, 352, 301]	4	312	[302, 310, 312]
[305, 172, 54, 314, 1, 350, 352, 301]	4	337	[302, 310, 312, 337]
[305, 172, 54, 314, 1, 350, 352, 301]	4	319	[302, 310, 312, 337, 319]
[305, 172, 54, 314, 1, 350, 352, 301]	4	311	[302, 310, 312, 337, 319, 311]
[305, 172, 54, 314, 1, 350, 352, 301]	4	336	[302, 310, 312, 337, 319, 311, 336]
[305, 172, 54, 314, 1, 350, 352, 301]	4	210	[302, 310, 312, 337, 319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301]	4	341	[302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	4	310	[310]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	4	312	[310, 312]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	4	337	[310, 312, 337]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	4	319	[310, 312, 337, 319]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	4	311	[310, 312, 337, 319, 311]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	4	336	[310, 312, 337, 319, 311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	4	210	[310, 312, 337, 319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	4	341	[310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	4	312	[312]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	4	337	[312, 337]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	4	319	[312, 337, 319]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	4	311	[312, 337, 319, 311]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	4	336	[312, 337, 319, 311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	4	210	[312, 337, 319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	4	341	[312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	4	337	[337]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	4	319	[337, 319]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	4	311	[337, 319, 311]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	4	336	[337, 319, 311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	4	210	[337, 319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	4	341	[337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	4	319	[319]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	4	311	[319, 311]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	4	336	[319, 311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	4	210	[319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	4	341	[319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	4	311	[311]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	4	336	[311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	4	210	[311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	4	341	[311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	4	336	[336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	4	210	[336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	4	341	[336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	4	210	[210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	4	341	[210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	4	341	[341]
[305]	1	172	[172]
[305]	1	54	[172, 54]
[305, 172]	1	54	[54]
[305]	0	172	[172]
[305]	0	54	[172, 54]
[305, 172]	0	54	[54]
[305]	2	172	[172]
[305]	2	54	[172, 54]
[305]	2	314	[172, 54, 314]
[305]	2	1	[172, 54, 314, 1]
[305]	2	350	[172, 54, 314, 1, 350]
[305]	2	352	[172, 54, 314, 1, 350, 352]
[305]	2	301	[172, 54, 314, 1, 350, 352, 301]
[305]	2	302	[172, 54, 314, 1, 350, 352, 301, 302]
[305]	2	310	[172, 54, 314, 1, 350, 352, 301, 302, 310]
[305]	2	312	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312]
[305]	2	337	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]
[305]	2	319	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]
[305]	2	311	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]
[305]	2	336	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]
[305]	2	210	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]
[305]	2	341	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305]	2	343	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]
[305]	2	321	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321]
[305]	2	323	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323]
[305]	2	300	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300]
[305]	2	294	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294]
[305]	2	295	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295]
[305]	2	35	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35]
[305]	2	297	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297]
[305]	2	316	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316]
[305]	2	346	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346]
[305]	2	218	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218]
[305]	2	223	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223]
[305]	2	306	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306]
[305]	2	173	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173]
[305]	2	331	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305]	2	322	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	54	[54]
[305, 172]	2	314	[54, 314]
[305, 172]	2	1	[54, 314, 1]
[305, 172]	2	350	[54, 314, 1, 350]
[305, 172]	2	352	[54, 314, 1, 350, 352]
[305, 172]	2	301	[54, 314, 1, 350, 352, 301]
[305, 172]	2	302	[54, 314, 1, 350, 352, 301, 302]
[305, 172]	2	310	[54, 314, 1, 350, 352, 301, 302, 310]
[305, 172]	2	312	[54, 314, 1, 350, 352, 301, 302, 310, 312]
[305, 172]	2	337	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337]
[305, 172]	2	319	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]
[305, 172]	2	311	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]
[305, 172]	2	336	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]
[305, 172]	2	210	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]
[305, 172]	2	341	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172]	2	343	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]
[305, 172]	2	321	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321]
[305, 172]	2	323	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323]
[305, 172]	2	300	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300]
[305, 172]	2	294	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294]
[305, 172]	2	295	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295]
[305, 172]	2	35	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35]
[305, 172]	2	297	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297]
[305, 172]	2	316	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316]
[305, 172]	2	346	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346]
[305, 172]	2	218	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218]
[305, 172]	2	223	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223]
[305, 172]	2	306	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306]
[305, 172]	2	173	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173]
[305, 172]	2	331	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
[305, 172]	2	322	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331, 322]
